"user" "hotel"
"17198" 4537 14
"12115" 3152 17
"9271" 2438 17
"17036" 4488 45
"4802" 1262 17
"6776" 1762 7
"9373" 2464 60
"12842" 3352 60
"887" 230 1
"6677" 1741 20
"6271" 1645 14
"2790" 735 6
"15593" 4086 45
"5394" 1428 35
"13644" 3588 27
"7154" 1863 33
"13054" 3410 13
"6506" 1698 7
"4347" 1151 64
"9803" 2568 13
"685" 175 49
"15823" 4146 14
"238" 63 15
"8217" 2163 8
"12618" 3286 59
"15640" 4100 63
"1509" 380 48
"293" 75 3
"15939" 4176 33
"5873" 1547 50
"4625" 1221 28
"2417" 629 28
"1138" 302 14
"15307" 4014 7
"7372" 1922 37
"1177" 303 33
"12204" 3174 37
"15537" 4072 17
"7499" 1960 4
"2128" 555 56
"1217" 306 17
"10614" 2776 13
"4986" 1323 42
"15361" 4028 3
"9770" 2559 63
"14158" 3700 62
"1897" 492 11
"6703" 1747 60
"2922" 773 17
"16038" 4204 2
"5403" 1432 16
"11844" 3084 26
"12987" 3397 54
"4731" 1251 18
"5635" 1491 60
"14030" 3678 27
"4397" 1165 39
"769" 201 64
"7412" 1936 37
"10515" 2745 53
"3384" 889 49
"7137" 1858 10
"9861" 2583 46
"16772" 4428 39
"9659" 2533 41
"11310" 2942 8
"4508" 1192 2
"11843" 3084 46
"1340" 338 15
"15865" 4154 56
"636" 164 39
"16653" 4395 12
"6532" 1701 24
"5381" 1427 7
"14316" 3744 22
"4263" 1128 60
"11674" 3041 59
"11426" 2975 66
"16936" 4469 57
"16523" 4352 58
"11636" 3033 17
"16969" 4478 53
"548" 142 65
"15732" 4125 53
"15463" 4052 30
"11891" 3099 2
"10681" 2791 45
"14656" 3830 59
"13718" 3603 49
"17133" 4517 56
"8862" 2340 46
"16753" 4423 41
"11390" 2964 64
"5837" 1539 37
"12453" 3239 17
"6510" 1698 52
"14193" 3711 24
"4428" 1174 8
"12651" 3293 61
"16259" 4270 58
"9782" 2561 49
"10015" 2629 43
"6350" 1661 66
"9787" 2562 60
"2828" 746 3
"2367" 617 41
"1760" 453 19
"14560" 3807 34
"127" 38 41
"2125" 555 46
"13631" 3585 23
"1482" 373 64
"7178" 1872 37
"7948" 2093 39
"10780" 2808 12
"13380" 3518 40
"15052" 3940 39
"15765" 4134 14
"17021" 4484 48
"4001" 1057 13
"725" 188 1
"12158" 3162 56
"3278" 861 17
"12434" 3232 3
"2601" 680 35
"12547" 3267 41
"15850" 4152 7
"1793" 462 56
"1756" 452 26
"5189" 1374 66
"10648" 2781 55
"10693" 2793 3
"451" 117 37
"11463" 2986 22
"844" 215 13
"6270" 1644 66
"4941" 1308 4
"6507" 1698 45
"3538" 935 13
"5355" 1419 39
"1504" 380 6
"4804" 1262 39
"4299" 1141 44
"3439" 905 38
"15462" 4052 32
"16340" 4296 61
"1288" 326 60
"9976" 2619 56
"14039" 3678 52
"2823" 744 35
"11652" 3035 8
"9680" 2538 40
"7528" 1969 18
"2467" 643 2
"13972" 3671 18
"15921" 4173 61
"5036" 1334 7
"2653" 696 51
"5367" 1422 60
"15289" 4008 17
"6902" 1798 26
"5083" 1346 24
"11767" 3066 56
"10652" 2782 20
"15883" 4161 63
"10749" 2805 13
"13982" 3673 59
"8370" 2201 17
"16567" 4368 52
"9947" 2610 43
"488" 127 13
"1144" 303 15
"14872" 3893 62
"9387" 2466 48
"11955" 3118 3
"6406" 1671 37
"8248" 2170 62
"12322" 3203 59
"3365" 887 59
"5414" 1435 45
"13921" 3662 33
"5594" 1477 57
"9225" 2426 61
"16379" 4309 17
"7800" 2050 4
"15014" 3930 30
"9468" 2482 39
"6171" 1622 43
"5437" 1440 12
"2138" 559 43
"8485" 2235 59
"15722" 4123 64
"12481" 3248 6
"9087" 2395 62
"2748" 723 2
"12601" 3283 48
"497" 129 66
"5911" 1558 32
"3331" 877 50
"11263" 2930 8
"12917" 3375 34
"13542" 3559 1
"1815" 470 58
"5157" 1367 60
"13616" 3579 15
"4381" 1159 38
"15364" 4029 60
"6846" 1784 17
"2908" 769 45
"1163" 303 20
"3675" 971 56
"15978" 4187 45
"2866" 758 29
"9186" 2417 41
"1001" 264 37
"14764" 3861 4
"2849" 752 25
"6220" 1634 55
"5221" 1383 2
"2836" 748 32
"10446" 2724 18
"8724" 2304 39
"11164" 2907 49
"5194" 1374 63
"16133" 4231 15
"1919" 498 22
"2755" 724 12
"16752" 4422 66
"3925" 1038 28
"9071" 2392 56
"16159" 4240 49
"1607" 407 46
"4376" 1158 4
"1719" 442 18
"131" 40 24
"463" 121 59
"11042" 2874 59
"3787" 1005 39
"11269" 2933 46
"17073" 4501 46
"4273" 1131 39
"4216" 1118 36
"14192" 3711 14
"10192" 2659 37
"6292" 1650 59
"2424" 632 7
"5352" 1419 57
"14073" 3682 56
"8570" 2261 56
"955" 251 11
"3092" 813 37
"7299" 1906 37
"10390" 2711 17
"8616" 2270 15
"2232" 587 62
"10739" 2803 40
"2380" 620 63
"4524" 1196 4
"16102" 4223 26
"12101" 3148 37
"12929" 3378 60
"17023" 4485 37
"437" 112 4
"7421" 1940 12
"5848" 1542 38
"10636" 2779 48
"7511" 1963 28
"2179" 573 37
"11028" 2871 37
"17084" 4504 12
"12939" 3382 60
"1140" 302 61
"12852" 3355 56
"7972" 2096 2
"8490" 2236 56
"16845" 4450 44
"13474" 3541 22
"7479" 1954 10
"1357" 342 42
"3676" 971 14
"11036" 2872 37
"14184" 3708 44
"15715" 4121 35
"11046" 2876 49
"15792" 4137 13
"2989" 783 56
"14904" 3901 37
"11801" 3080 52
"2980" 782 35
"6752" 1754 3
"14211" 3716 60
"16337" 4296 65
"10059" 2642 30
"1142" 302 63
"1263" 319 65
"1235" 310 5
"8848" 2336 60
"6511" 1698 3
"3747" 994 56
"11589" 3017 34
"11346" 2954 35
"14421" 3771 63
"6378" 1665 3
"11399" 2966 37
"8483" 2234 7
"2446" 637 46
"12130" 3156 36
"12473" 3245 53
"4045" 1070 61
"450" 117 13
"10994" 2865 63
"5269" 1397 19
"678" 174 56
"12068" 3142 56
"7477" 1953 24
"3915" 1036 7
"8841" 2334 31
"8398" 2210 16
"11444" 2981 48
"8411" 2214 37
"13661" 3591 66
"15690" 4112 26
"819" 210 23
"2619" 686 13
"7446" 1945 38
"13203" 3459 41
"16576" 4371 41
"11778" 3070 56
"944" 249 53
"6072" 1607 51
"14348" 3753 6
"1289" 326 41
"16487" 4344 16
"3385" 889 35
"15069" 3945 38
"11678" 3043 11
"15698" 4115 45
"16970" 4478 49
"15219" 3989 23
"9580" 2507 15
"4031" 1067 50
"15714" 4120 45
"1118" 296 42
"8042" 2117 46
"12418" 3228 36
"9080" 2393 17
"2388" 621 4
"5861" 1544 18
"5393" 1428 4
"12137" 3156 1
"7444" 1945 11
"9863" 2584 34
"13129" 3435 43
"15642" 4100 52
"5181" 1372 23
"13225" 3468 56
"11723" 3053 56
"894" 233 47
"14170" 3704 39
"14546" 3804 52
"6400" 1668 24
"15773" 4136 17
"8234" 2170 9
"12502" 3255 64
"14630" 3821 28
"7624" 1994 23
"8368" 2201 60
"7254" 1891 17
"6073" 1608 57
"6023" 1592 17
"6097" 1614 57
"6152" 1620 65
"233" 62 21
"11020" 2868 49
"11321" 2946 37
"3760" 997 40
"4034" 1068 43
"16014" 4193 58
"7602" 1992 56
"6566" 1709 3
"9170" 2415 26
"11722" 3052 58
"10935" 2847 35
"2567" 673 55
"13133" 3436 49
"1758" 453 47
"3133" 828 19
"15632" 4097 41
"5655" 1496 6
"264" 71 52
"2272" 594 28
"654" 170 45
"8526" 2246 15
"7359" 1921 54
"3098" 816 52
"6901" 1798 35
"8476" 2231 37
"540" 140 6
"8576" 2262 28
"9051" 2387 15
"9293" 2444 3
"4971" 1320 25
"8999" 2375 13
"8359" 2200 66
"3493" 922 3
"8195" 2159 28
"10417" 2717 45
"17086" 4505 26
"15696" 4115 36
"13476" 3542 59
"14980" 3920 10
"5067" 1341 37
"13689" 3596 55
"16823" 4443 60
"4882" 1290 53
"7768" 2039 43
"8486" 2235 49
"1999" 523 60
"4603" 1216 32
"15771" 4136 50
"9019" 2379 6
"8308" 2185 60
"170" 48 2
"761" 198 17
"9290" 2444 28
"2530" 661 51
"172" 48 11
"5823" 1534 57
"3146" 833 30
"3844" 1018 60
"11292" 2938 14
"8412" 2214 46
"17176" 4532 43
"11894" 3100 50
"10274" 2684 23
"7224" 1885 39
"4794" 1259 61
"1012" 267 24
"699" 180 50
"5274" 1399 7
"10610" 2775 29
"6397" 1667 26
"1029" 272 55
"862" 222 37
"3008" 789 39
"6822" 1779 47
"14978" 3919 46
"13495" 3546 43
"3294" 866 2
"12369" 3214 59
"16765" 4426 37
"7659" 2006 14
"15253" 4001 6
"2036" 530 49
"12122" 3154 26
"561" 142 11
"5571" 1472 30
"5132" 1362 52
"3108" 818 47
"10934" 2847 56
"16856" 4453 14
"3956" 1043 17
"15150" 3971 5
"15363" 4029 56
"5088" 1348 37
"14554" 3806 43
"12737" 3318 44
"7480" 1954 39
"14355" 3756 12
"7805" 2051 66
"2774" 730 7
"7700" 2015 14
"13428" 3528 10
"11259" 2928 17
"8857" 2338 53
"7652" 2003 2
"1966" 512 18
"10695" 2793 62
"8294" 2180 37
"6898" 1798 51
"13901" 3656 39
"11788" 3075 33
"15118" 3958 15
"12717" 3312 56
"11420" 2972 50
"5193" 1374 59
"2669" 701 38
"1084" 284 37
"5900" 1556 17
"1250" 314 2
"6245" 1640 39
"6952" 1809 41
"4735" 1253 4
"7023" 1831 44
"15062" 3943 26
"2478" 648 45
"16663" 4398 37
"1419" 357 7
"10956" 2852 8
"16855" 4453 10
"9546" 2504 57
"11819" 3080 58
"16409" 4320 10
"15324" 4018 60
"8499" 2239 48
"3296" 867 61
"3494" 922 59
"11779" 3071 53
"5813" 1532 57
"13122" 3432 17
"2408" 627 12
"3110" 819 56
"4348" 1151 34
"6972" 1815 35
"302" 79 48
"12380" 3219 13
"5154" 1366 6
"2171" 570 57
"17131" 4517 60
"10972" 2859 41
"11690" 3044 13
"9363" 2461 49
"2817" 742 56
"14828" 3882 62
"5424" 1438 21
"12847" 3354 55
"13601" 3578 58
"1561" 394 55
"907" 238 59
"16064" 4213 56
"1159" 303 28
"8671" 2289 7
"10883" 2831 9
"14541" 3803 53
"10968" 2858 62
"5769" 1524 61
"7521" 1967 6
"6462" 1689 48
"11679" 3043 56
"8998" 2375 12
"13213" 3462 60
"16525" 4353 17
"8327" 2190 54
"7772" 2040 53
"15585" 4084 60
"6821" 1779 60
"11211" 2919 17
"2139" 559 56
"3635" 962 41
"5236" 1387 37
"10910" 2838 55
"4241" 1121 51
"13461" 3538 56
"5049" 1336 37
"16722" 4413 63
"6454" 1687 30
"16124" 4228 5
"3327" 876 56
"16166" 4241 19
"8720" 2302 53
"7303" 1907 53
"427" 109 18
"7189" 1875 10
"6483" 1694 26
"16339" 4296 28
"12163" 3164 4
"2507" 655 14
"7504" 1961 31
"8656" 2284 25
"14919" 3904 60
"16872" 4455 39
"5964" 1577 43
"7889" 2075 21
"5592" 1477 2
"14299" 3741 14
"16737" 4417 37
"4181" 1108 26
"8929" 2359 45
"14809" 3876 37
"5994" 1584 37
"14166" 3703 52
"4682" 1236 18
"5921" 1562 57
"13116" 3431 37
"16792" 4433 46
"13890" 3653 15
"4062" 1075 40
"4762" 1258 56
"709" 183 13
"12666" 3298 15
"2734" 718 56
"4014" 1062 22
"16797" 4433 16
"7949" 2093 2
"301" 78 60
"4893" 1293 17
"278" 74 17
"13344" 3508 56
"6486" 1695 6
"11392" 2964 37
"14937" 3909 7
"296" 76 56
"394" 98 29
"15002" 3927 24
"3284" 863 5
"11293" 2938 54
"5905" 1557 65
"14833" 3883 60
"16789" 4433 55
"2902" 767 15
"1494" 376 47
"5467" 1446 53
"16149" 4236 59
"13240" 3473 13
"16316" 4290 42
"3781" 1003 17
"14600" 3812 37
"12266" 3190 32
"12551" 3269 37
"13879" 3650 8
"12573" 3275 55
"3457" 911 60
"7932" 2089 38
"12449" 3238 57
"10635" 2779 51
"2599" 680 7
"17129" 4516 55
"16871" 4455 62
"226" 60 37
"13844" 3640 24
"487" 127 35
"3011" 789 34
"15809" 4141 63
"1654" 420 10
"14793" 3870 41
"684" 175 41
"3371" 888 39
"7252" 1891 38
"262" 70 56
"9002" 2377 14
"1770" 456 12
"2990" 783 46
"9745" 2554 56
"2631" 688 52
"17043" 4491 50
"6635" 1730 59
"3861" 1024 33
"14869" 3893 4
"11556" 3009 43
"5342" 1415 17
"13193" 3455 50
"9711" 2545 64
"4436" 1177 26
"9266" 2435 37
"10211" 2664 49
"14491" 3790 42
"14737" 3853 62
"10283" 2687 17
"6121" 1615 15
"12007" 3130 16
"14297" 3740 16
"7860" 2068 63
"11673" 3041 37
"12243" 3185 30
"12968" 3390 56
"8777" 2316 18
"8665" 2287 37
"12533" 3265 37
"9992" 2624 53
"7615" 1994 22
"12819" 3345 3
"11242" 2924 17
"5849" 1542 58
"9749" 2556 59
"14455" 3782 39
"2058" 537 28
"12057" 3141 66
"8118" 2138 56
"8427" 2218 10
"8557" 2257 12
"11091" 2890 26
"12311" 3200 14
"3564" 940 60
"14730" 3852 10
"17211" 4541 37
"14323" 3746 56
"6323" 1655 52
"3446" 907 35
"11764" 3065 14
"14588" 3811 41
"14576" 3811 55
"12472" 3245 45
"12264" 3189 13
"14659" 3831 34
"1002" 264 41
"2666" 700 5
"7926" 2086 2
"11394" 2964 52
"13061" 3412 53
"8870" 2341 13
"786" 205 27
"12734" 3317 55
"13541" 3559 66
"11078" 2886 30
"4664" 1229 4
"8772" 2315 13
"16978" 4478 17
"14875" 3894 44
"13713" 3603 4
"5469" 1446 39
"12127" 3155 39
"3739" 991 60
"989" 259 41
"1422" 357 56
"9789" 2563 26
"11803" 3080 57
"10051" 2639 51
"14749" 3856 64
"14032" 3678 45
"13043" 3410 26
"7445" 1945 39
"11914" 3107 37
"8128" 2140 37
"15677" 4110 61
"115" 35 52
"12880" 3364 45
"1926" 501 46
"13647" 3588 6
"9252" 2432 18
"4675" 1234 6
"5179" 1372 16
"16289" 4281 2
"4287" 1137 37
"4119" 1090 46
"13574" 3569 47
"2060" 537 17
"4584" 1212 58
"4513" 1194 37
"3899" 1035 64
"8136" 2143 28
"5778" 1524 16
"4928" 1305 41
"16257" 4269 37
"12937" 3381 6
"1304" 329 57
"14520" 3798 56
"6009" 1588 56
"6891" 1796 41
"11525" 3002 37
"245" 65 64
"16174" 4244 59
"2844" 750 56
"12949" 3385 13
"15395" 4034 7
"5996" 1585 41
"10416" 2717 61
"5505" 1454 2
"1863" 483 59
"13585" 3573 47
"14706" 3847 56
"375" 93 59
"1844" 477 45
"16549" 4361 53
"6562" 1709 30
"1036" 273 3
"7788" 2046 12
"10841" 2824 7
"1634" 414 21
"12829" 3349 4
"14988" 3923 46
"15434" 4045 4
"8706" 2298 31
"14383" 3765 41
"14042" 3678 15
"11005" 2866 39
"921" 242 9
"16534" 4357 66
"327" 85 54
"2057" 536 39
"14940" 3909 60
"5570" 1471 62
"14273" 3734 46
"6632" 1730 15
"10988" 2862 46
"15790" 4137 12
"12620" 3286 13
"6530" 1701 60
"12624" 3287 11
"3226" 849 17
"3719" 984 55
"12990" 3397 41
"15448" 4047 14
"9091" 2396 60
"16137" 4232 2
"2651" 695 11
"13416" 3525 17
"16927" 4467 33
"15710" 4119 4
"8214" 2162 48
"7631" 1994 20
"11374" 2960 31
"11702" 3048 64
"12350" 3209 52
"11731" 3054 46
"8067" 2124 34
"16669" 4398 52
"416" 107 15
"15767" 4135 16
"10727" 2801 57
"717" 186 28
"2941" 777 56
"3299" 868 51
"951" 251 47
"9758" 2557 56
"6926" 1804 24
"1982" 518 64
"17227" 4544 39
"12775" 3331 1
"5486" 1449 56
"12914" 3374 56
"3559" 939 24
"15141" 3967 13
"10264" 2682 56
"7166" 1867 47
"10111" 2653 12
"11920" 3109 26
"4945" 1309 37
"9149" 2413 15
"12936" 3381 56
"12114" 3152 64
"13639" 3586 26
"15532" 4071 7
"11485" 2990 56
"1685" 431 17
"5401" 1431 56
"15932" 4175 3
"14027" 3678 44
"4420" 1172 42
"16829" 4445 17
"1119" 297 55
"15491" 4059 62
"1312" 330 29
"2431" 633 59
"14367" 3758 37
"12408" 3225 41
"12087" 3148 13
"3746" 993 33
"11131" 2899 38
"6464" 1690 7
"569" 145 24
"16639" 4393 59
"5199" 1375 32
"3036" 798 60
"11436" 2977 62
"839" 213 26
"4451" 1182 13
"10872" 2829 50
"8332" 2191 55
"10195" 2660 45
"15331" 4020 64
"13596" 3577 3
"6003" 1587 23
"11423" 2973 16
"5084" 1346 27
"7075" 1838 66
"7180" 1873 49
"3342" 879 17
"13493" 3545 57
"4847" 1278 3
"4531" 1199 38
"11030" 2871 56
"6560" 1709 37
"14782" 3867 36
"11857" 3088 60
"3023" 793 53
"9907" 2596 38
"16466" 4336 14
"10376" 2710 63
"4291" 1138 60
"15811" 4141 37
"1856" 481 37
"14504" 3794 57
"1458" 366 60
"16432" 4328 56
"15024" 3932 51
"3235" 850 58
"16449" 4334 7
"1988" 519 56
"13153" 3442 14
"3034" 797 16
"1816" 470 1
"2210" 582 62
"6015" 1589 60
"13500" 3547 49
"12522" 3261 8
"15278" 4006 17
"11799" 3080 43
"14839" 3885 59
"9943" 2608 37
"16539" 4359 4
"7723" 2022 19
"12505" 3256 43
"7671" 2008 24
"742" 192 29
"9167" 2414 41
"7393" 1930 61
"2121" 553 26
"9249" 2431 25
"15128" 3962 39
"1615" 408 47
"7043" 1834 43
"6120" 1615 63
"10973" 2860 35
"3111" 819 7
"10874" 2829 49
"16122" 4227 49
"10823" 2819 66
"13381" 3518 46
"814" 210 37
"10963" 2855 7
"16165" 4241 17
"9985" 2623 13
"1438" 362 46
"406" 103 61
"13824" 3636 59
"9129" 2406 20
"9153" 2414 52
"6352" 1661 15
"4132" 1093 26
"7039" 1834 12
"73" 21 37
"13145" 3439 6
"13190" 3454 63
"13214" 3463 53
"3234" 850 50
"4073" 1077 52
"17191" 4537 65
"8262" 2173 17
"11419" 2972 13
"7486" 1955 56
"11688" 3044 7
"3086" 812 3
"8273" 2175 16
"14572" 3810 20
"1983" 518 38
"15774" 4137 43
"12349" 3209 31
"14768" 3862 51
"5436" 1440 26
"15876" 4158 60
"15589" 4085 39
"8735" 2306 23
"15596" 4087 34
"5746" 1524 39
"4618" 1219 29
"15070" 3945 66
"13160" 3445 55
"6053" 1600 56
"11620" 3027 6
"931" 245 14
"12497" 3253 57
"13296" 3491 60
"702" 181 17
"190" 53 17
"15160" 3974 39
"10573" 2766 45
"12146" 3160 57
"9072" 2392 38
"12706" 3309 55
"1976" 515 39
"9357" 2459 66
"14637" 3823 6
"4310" 1144 14
"16398" 4316 37
"12407" 3224 25
"16000" 4190 15
"12911" 3373 19
"5152" 1366 11
"14015" 3678 43
"16624" 4389 5
"15221" 3990 61
"14732" 3852 25
"15402" 4036 60
"8380" 2204 11
"8395" 2209 28
"5308" 1407 15
"3721" 984 39
"10221" 2667 60
"11154" 2905 56
"7777" 2042 60
"8311" 2186 65
"14372" 3761 15
"9359" 2460 3
"13539" 3558 17
"10486" 2735 48
"14177" 3705 60
"10608" 2774 6
"5938" 1568 12
"14284" 3737 27
"1915" 497 7
"6151" 1620 36
"13170" 3449 56
"13957" 3671 61
"1417" 356 1
"4288" 1137 56
"6918" 1803 13
"3312" 872 35
"2400" 624 46
"2934" 775 17
"5145" 1366 8
"1302" 328 56
"10659" 2785 59
"758" 197 7
"10214" 2665 6
"1398" 353 63
"15927" 4175 15
"4377" 1158 15
"10864" 2828 60
"2088" 545 30
"16654" 4395 41
"4198" 1114 34
"13990" 3675 55
"1153" 303 34
"1742" 447 60
"10537" 2752 17
"7893" 2076 60
"10563" 2762 15
"2629" 688 66
"11050" 2877 60
"5880" 1550 62
"4290" 1138 28
"2891" 764 42
"15021" 3932 26
"253" 66 6
"5490" 1449 15
"15271" 4005 56
"9381" 2465 11
"1097" 290 35
"5079" 1345 3
"15132" 3963 26
"14432" 3776 10
"1167" 303 54
"2820" 743 29
"1828" 472 18
"8310" 2186 23
"6169" 1621 6
"3939" 1041 47
"15350" 4025 66
"3599" 952 59
"7738" 2028 60
"14930" 3907 13
"15436" 4045 47
"59" 17 23
"12174" 3168 3
"10087" 2651 29
"7297" 1905 62
"8173" 2156 49
"9372" 2464 15
"4503" 1191 41
"1480" 373 56
"12032" 3135 6
"15120" 3959 51
"11" 3 7
"13221" 3466 12
"10743" 2804 14
"16531" 4356 14
"1620" 409 41
"13215" 3463 2
"12235" 3182 35
"7601" 1991 30
"4357" 1153 17
"11075" 2884 37
"6629" 1730 18
"6087" 1611 15
"7296" 1905 26
"10867" 2828 26
"58" 17 30
"1593" 405 2
"15081" 3945 37
"16452" 4334 15
"13166" 3447 6
"10108" 2653 52
"9741" 2553 17
"12723" 3314 53
"10122" 2656 4
"1435" 361 17
"16167" 4242 66
"10018" 2630 37
"10406" 2716 26
"14354" 3755 33
"8413" 2215 47
"16035" 4202 39
"2096" 548 39
"15760" 4132 17
"1972" 513 3
"11725" 3053 5
"7291" 1904 60
"4462" 1185 37
"10561" 2761 37
"10469" 2732 10
"13732" 3608 39
"1535" 386 37
"5271" 1398 56
"6528" 1701 29
"11022" 2869 41
"9649" 2531 6
"1445" 362 12
"15475" 4053 20
"14281" 3736 37
"15265" 4004 38
"1998" 523 28
"949" 251 10
"6100" 1614 45
"16429" 4328 59
"14884" 3897 10
"3156" 834 2
"10179" 2656 1
"7340" 1919 18
"12033" 3135 14
"13807" 3634 22
"6994" 1823 37
"15725" 4124 45
"15741" 4127 66
"456" 118 61
"12329" 3205 60
"227" 60 17
"11448" 2983 19
"1191" 303 53
"7353" 1921 59
"4929" 1305 12
"7804" 2051 46
"12537" 3266 63
"2324" 603 17
"14736" 3853 63
"6140" 1619 55
"16833" 4445 56
"10679" 2790 56
"9378" 2465 10
"14779" 3866 12
"7729" 2024 45
"3557" 939 11
"10077" 2648 26
"2432" 633 53
"7621" 1994 6
"4143" 1095 7
"2080" 543 45
"11691" 3044 14
"3103" 817 66
"5899" 1555 13
"10119" 2655 55
"2213" 583 7
"15795" 4137 52
"16972" 4478 2
"13508" 3550 39
"816" 210 6
"2665" 700 50
"544" 142 58
"8121" 2138 63
"4751" 1255 57
"5487" 1449 60
"5707" 1509 17
"16345" 4298 6
"13770" 3621 56
"9481" 2487 43
"471" 122 50
"8778" 2316 47
"5039" 1334 24
"5351" 1419 2
"2342" 609 55
"5709" 1510 39
"2917" 771 39
"6080" 1610 7
"11713" 3050 52
"5217" 1381 3
"3540" 935 49
"4652" 1226 20
"3756" 996 56
"13781" 3625 56
"140" 42 17
"16182" 4247 4
"10019" 2631 21
"16882" 4456 60
"6236" 1638 13
"13802" 3632 46
"4121" 1090 17
"12079" 3147 60
"10846" 2825 39
"3561" 939 29
"191" 53 52
"2343" 609 7
"1383" 348 58
"12275" 3192 22
"12014" 3132 60
"423" 108 56
"2475" 647 6
"8144" 2145 2
"13827" 3637 46
"8134" 2142 17
"12564" 3273 63
"11179" 2911 41
"11536" 3004 14
"9094" 2397 14
"13096" 3425 65
"1737" 447 17
"6539" 1703 55
"4010" 1060 25
"2865" 758 25
"2695" 707 49
"8377" 2203 55
"12794" 3338 55
"2191" 577 10
"5369" 1423 20
"3594" 949 2
"2962" 781 18
"2212" 582 33
"12918" 3375 8
"8021" 2110 27
"3115" 821 56
"6305" 1652 25
"8326" 2190 63
"499" 129 12
"9995" 2625 10
"6905" 1798 49
"10481" 2735 6
"16240" 4263 6
"5190" 1374 56
"632" 163 43
"17130" 4516 49
"16666" 4398 56
"7816" 2055 56
"14506" 3795 33
"12244" 3185 9
"9340" 2455 2
"12836" 3351 19
"16963" 4475 41
"798" 208 61
"7994" 2101 26
"13568" 3567 42
"9074" 2392 63
"2950" 779 2
"5144" 1365 24
"9059" 2389 37
"29" 8 60
"2193" 577 6
"1753" 450 31
"6649" 1734 51
"992" 260 6
"5804" 1531 10
"10789" 2810 27
"15899" 4168 58
"10886" 2833 60
"12916" 3375 55
"8132" 2142 56
"11291" 2938 6
"6941" 1804 39
"5516" 1456 17
"13267" 3480 64
"10291" 2688 18
"11217" 2921 13
"13369" 3516 63
"6067" 1605 66
"1530" 384 26
"4837" 1275 16
"5313" 1408 60
"5681" 1500 2
"14505" 3794 39
"2321" 603 60
"12793" 3338 57
"2409" 627 4
"523" 132 53
"14391" 3765 9
"5857" 1543 37
"7068" 1838 46
"8506" 2242 45
"15615" 4091 2
"17178" 4533 45
"9981" 2621 61
"16119" 4227 48
"43" 14 49
"4008" 1059 4
"937" 248 4
"12103" 3148 7
"4220" 1119 62
"1115" 296 60
"12110" 3150 26
"1764" 454 37
"317" 82 62
"261" 69 56
"7391" 1929 3
"3473" 916 11
"13430" 3528 6
"4187" 1110 63
"4665" 1230 38
"7071" 1838 17
"2357" 613 37
"8239" 2170 14
"15836" 4149 66
"14453" 3782 7
"16365" 4304 49
"15467" 4052 28
"15672" 4109 15
"16665" 4398 47
"16163" 4241 56
"12780" 3333 6
"3601" 953 37
"16762" 4424 10
"16701" 4405 10
"14688" 3841 48
"8443" 2223 23
"11271" 2933 36
"3563" 939 43
"6480" 1694 51
"15552" 4077 63
"9507" 2491 6
"10410" 2717 56
"13846" 3640 50
"10605" 2774 63
"4342" 1150 17
"5930" 1566 12
"16631" 4391 12
"4018" 1063 9
"12378" 3218 59
"6588" 1718 66
"803" 209 39
"2237" 588 24
"10093" 2651 46
"4282" 1135 20
"9485" 2487 56
"3726" 986 59
"17080" 4502 4
"5321" 1411 6
"5771" 1524 57
"8956" 2366 17
"12314" 3200 53
"14500" 3793 45
"5386" 1428 2
"7529" 1969 33
"16080" 4217 56
"1262" 319 2
"361" 88 56
"12315" 3200 44
"6650" 1734 56
"7794" 2048 11
"707" 182 63
"8627" 2274 57
"204" 55 39
"1567" 395 17
"2903" 767 32
"8632" 2275 53
"6968" 1813 18
"9151" 2413 17
"8335" 2192 46
"16169" 4242 39
"4659" 1228 6
"7610" 1994 27
"15822" 4146 38
"16698" 4404 6
"8492" 2237 53
"11308" 2941 37
"6313" 1652 7
"11408" 2968 53
"15708" 4118 4
"16850" 4452 28
"14384" 3765 61
"12128" 3156 25
"16875" 4455 28
"17192" 4537 11
"13937" 3666 4
"3724" 985 65
"3161" 835 12
"8638" 2277 17
"12877" 3363 37
"10110" 2653 39
"16842" 4449 36
"6736" 1753 26
"959" 251 8
"730" 189 48
